# timestamps [seconds],pts
38802.727732,6706698
38802.759713,6708794
38802.795712,6711153
38802.828009,6713270
38802.863744,6715612
38802.895697,6717706
38802.927779,6719808
38802.963792,6722169
38802.995735,6724262
38803.027788,6726363
38803.063712,6728717
38803.095707,6730814
38803.131718,6733174
38803.163720,6735271
38803.195675,6737365
38803.231715,6739727
38803.263722,6741824
38803.295760,6743924
38803.331746,6746282
38803.363702,6748377
38803.399716,6750737
38803.431738,6752835
38803.463701,6754930
38803.499725,6757291
38803.531722,6759388
38803.563699,6761483
38803.599657,6763840
38803.631697,6765940
38803.667794,6768305
38803.699746,6770399
38803.731707,6772494
38803.767841,6774862
38803.799735,6776952
38803.831713,6779048
38803.867818,6781414
38803.899696,6783503
38803.935702,6785863
38803.967794,6787966
38803.999697,6790057
38804.035727,6792418
38804.067794,6794519
38804.103669,6796870
38804.135690,6798969
38804.167869,6801078
38804.203725,6803428
38804.235723,6805525
38804.267741,6807623
38804.303746,6809982
38804.335724,6812078
38804.371662,6814433
38804.403738,6816535
38804.435741,6818633
38804.471730,6820991
38804.503661,6823084
38804.535698,6825183
38804.571712,6827544
38804.603778,6829645
38804.639688,6831998
38804.671716,6834097
38804.703744,6836196
38804.739862,6838563
38804.771719,6840651
38804.803704,6842747
38804.839834,6845115
38804.871692,6847203
38804.907840,6849572
38804.939699,6851660
38804.971704,6853757
38805.007707,6856116
38805.039751,6858216
38805.071692,6860310
38805.107754,6862673
38805.139722,6864768
38805.175695,6867126
38805.207743,6869226
38805.239700,6871320
38805.275670,6873677
38805.307767,6875781
38805.339765,6877878
38805.375708,6880233
38805.407735,6882332
38805.443719,6884691
38805.475688,6886786
38805.507757,6888887
38805.543660,6891240
38805.575696,6893340
38805.607714,6895438
38805.643689,6897796
38805.675726,6899895
38805.711712,6902253
38805.743726,6904351
38805.775739,6906449
38805.811757,6908810
38805.843719,6910905
38805.880007,6913283
38805.911692,6915359
38805.943726,6917458
38805.979707,6919817
38806.011687,6921912
38806.043706,6924011
38806.079683,6926368
38806.111699,6928467
38806.147803,6930833
38806.179722,6932924
38806.211726,6935022
38806.247762,6937383
38806.280209,6939510
38806.312200,6941606
38806.348260,6943970
38806.380217,6946064
38806.416197,6948422
38806.448228,6950521
38806.480228,6952618
38806.516300,6954982
38806.548256,6957076
38806.580229,6959172
38806.616216,6961530
38806.648612,6963653
38806.684238,6965988
38806.716210,6968083
38806.748297,6970186
38806.784199,6972539
38806.816270,6974641
38806.848231,6976735
38806.884232,6979095
38806.916168,6981187
38806.952211,6983550
38806.984142,6985642
38807.016234,6987745
38807.052172,6990101
38807.084256,6992203
38807.116238,6994299
38807.152414,6996670
38807.184266,6998757
38807.220215,7001113
38807.252261,7003213
38807.284253,7005310
38807.320209,7007666
38807.352219,7009764
38807.388282,7012127
38807.420242,7014222
38807.452217,7016317
38807.488289,7018681
38807.520234,7020775
38807.552380,7022882
38807.588214,7025230
38807.620189,7027326
38807.656179,7029684
38807.688186,7031782
38807.720186,7033879
38807.756212,7036240
38807.788242,7038339
38807.820233,7040435
38807.856212,7042793
38807.888210,7044890
38807.924201,7047249
38807.956225,7049348
38807.988242,7051446
38808.024235,7053805
38808.056157,7055897
38808.088200,7057997
38808.124214,7060357
38808.156238,7062455
38808.192195,7064812
38808.224235,7066912
38808.256254,7069010
38808.292212,7071367
38808.324181,7073462
38808.356274,7075565
38808.392223,7077921
38808.424197,7080016
38808.460229,7082378
38808.492201,7084473
38808.524212,7086571
38808.560202,7088929
38808.592238,7091029
38808.624231,7093125
38808.660235,7095485
38808.692217,7097581
38808.792247,7104136
38808.996174,7117501
38809.564148,7154723
38809.664191,7161279
38809.700230,7163641
38809.732230,7165738
38809.764271,7167838
38809.800253,7170196
38809.832329,7172298
38809.864212,7174388
38809.900234,7176748
38809.932200,7178843
38809.968300,7181209
38810.000198,7183299
38810.032278,7185402
38810.068276,7187761
38810.100196,7189853
38810.132215,7191951
38810.168250,7194313
38810.200246,7196410
38810.236165,7198763
38810.268280,7200868
38810.300245,7202963
38810.336222,7205321
38810.368254,7207420
38810.400239,7209516
38810.436207,7211873
38810.468269,7213974
38810.504196,7216329
38810.536202,7218426
38810.568278,7220529
38810.604224,7222884
38810.636237,7224982
38810.672261,7227343
38810.704269,7229441
38810.736226,7231535
38810.772246,7233896
38810.804252,7235993
38810.836223,7238088
38810.872188,7240445
38810.904201,7242543
38810.940208,7244903
38810.972243,7247002
38811.004195,7249096
38811.040235,7251458
38811.072231,7253555
38811.104211,7255651
38811.140180,7258008
38811.172257,7260110
38811.208441,7262482
38811.240187,7264562
38811.272219,7266661
38811.308274,7269024
38811.340222,7271118
38811.372257,7273217
38811.408259,7275577
38811.440185,7277669
38811.476227,7280031
38811.508316,7282134
38811.540207,7284224
38811.576469,7286600
38811.608316,7288687
38811.640207,7290777
38811.676241,7293139
38811.708302,7295240
38811.744198,7297592
38811.776181,7299688
38811.808249,7301790
38811.844225,7304148
38811.876264,7306247
38811.908232,7308342
38811.944248,7310703
38811.976210,7312797
38812.012219,7315157
38812.044208,7317254
38812.076201,7319350
38812.112234,7321712
38812.144170,7323805
38812.180185,7326165
38812.212200,7328263
38812.244194,7330360
38812.280217,7332720
38812.312189,7334816
38812.344211,7336914
38812.380196,7339273
38812.412208,7341370
38812.448186,7343728
38812.480211,7345827
38812.512298,7347930
38812.548334,7350291
38812.580249,7352383
38812.612234,7354479
38812.648475,7356854
38812.680225,7358935
38812.716322,7361301
38812.748365,7363401
38812.780216,7365488
38812.816204,7367846
38812.848236,7369946
38812.880247,7372043
38812.916222,7374401
38812.948248,7376500
38812.984239,7378859
38813.016184,7380952
38813.048267,7383055
38813.084220,7385411
38813.116251,7387510
38813.148274,7389609
38813.184239,7391966
38813.216233,7394062
38813.252166,7396417
38813.284185,7398515
38813.316243,7400616
38813.352186,7402972
38813.384253,7405073
38813.416172,7407165
38813.452193,7409526
38813.484245,7411626
38813.520162,7413980
38813.552181,7416079
38813.584205,7418177
38813.620228,7420538
38813.652211,7422634
38813.684237,7424733
38813.720280,7427095
38813.752204,7429187
38813.788151,7431543
38813.820268,7433648
38813.852239,7435743
38813.888205,7438100
38813.920179,7440195
38813.956190,7442555
38813.988331,7444662
38814.020226,7446752
38814.056204,7449110
38814.088238,7451209
38814.120260,7453308
38814.156184,7455662
38814.188301,7457767
38814.224197,7460119
38814.256276,7462221
38814.288228,7464315
38814.324180,7466672
38814.356224,7468772
38814.388271,7470872
38814.424215,7473227
38814.456191,7475323
38814.492240,7477685
38814.524231,7479782
38814.556227,7481879
38814.592149,7484233
38814.624208,7486334
38814.656219,7488432
38814.692230,7490792
38814.724211,7492888
38814.760264,7495250
38814.792244,7497346
38814.824228,7499442
38814.860248,7501803
38814.892190,7503896
38814.924225,7505996
38814.960231,7508355
38814.992236,7510453
38815.028449,7512826
38815.060195,7514906
38815.092247,7517007
38815.128295,7519369
38815.160215,7521461
38815.192239,7523560
38815.228248,7525920
38815.260266,7528018
38815.296169,7530371
38815.328419,7532484
38815.360288,7534573
38815.396215,7536927
38815.428328,7539032
38815.464254,7541386
38815.496229,7543482
38815.528272,7545582
38815.564316,7547944
38815.596209,7550034
38815.628280,7552136
38815.664264,7554494
38815.696197,7556587
38815.732212,7558947
38815.764204,7561044
38815.796244,7563143
38815.832242,7565502
38815.864216,7567598
38815.896260,7569698
38815.932162,7572051
38815.964217,7574151
38816.000252,7576513
38816.032326,7578615
38816.064210,7580704
38816.100230,7583065
38816.132168,7585158
38816.164210,7587258
38816.200228,7589618
38816.232230,7591716
38816.268918,7594120
38816.300718,7596204
38816.332703,7598300
38816.368876,7600671
38816.400691,7602756
38816.432699,7604853
38816.468727,7607214
38816.500649,7609306
38816.536706,7611669
38816.568702,7613766
38816.600704,7615864
38816.636681,7618221
38816.668762,7620324
38816.700752,7622420
38816.736749,7624779
38816.768798,7626880
38816.804746,7629235
38816.836743,7631332
38816.868776,7633432
38816.904676,7635784
38816.936759,7637887
38816.972688,7640242
38817.004756,7642343
38817.036715,7644438
38817.072716,7646797
38817.104717,7648894
38817.136700,7650990
38817.172673,7653348
38817.204728,7655448
38817.240701,7657806
38817.272718,7659904
38817.304761,7662004
38817.340744,7664362
38817.372756,7666460
38817.404725,7668555
38817.440709,7670913
38817.472683,7673009
38817.508736,7675371
38817.540745,7677469
38817.572748,7679566
38817.608811,7681930
38817.640732,7684022
38817.672756,7686120
38817.708722,7688478
38817.740734,7690575
38817.776677,7692931
38817.808837,7695039
38817.840748,7697130
38817.876735,7699488
38817.908764,7701587
38817.940758,7703684
38817.976712,7706040
38818.008713,7708137
38818.044741,7710499
38818.076696,7712593
38818.108711,7714691
38818.144741,7717052
38818.176728,7719148
38818.208827,7721252
38818.244730,7723605
38818.276729,7725702
38818.313048,7728082
38818.344954,7730173
38818.376686,7732253
38818.412727,7734614
38818.444694,7736709
38818.476707,7738807
38818.512687,7741165
38818.544723,7743265
38818.580736,7745625
38818.612715,7747721
38818.644748,7749820
38818.680748,7752179
38818.712700,7754273
38818.748779,7756638
38818.780720,7758731
38818.812733,7760829
38818.848781,7763191
38818.880725,7765285
38818.912746,7767383
38818.948761,7769743
38818.980733,7771839
38819.016692,7774195
38819.048725,7776295
38819.080729,7778392
38819.116762,7780753
38819.148736,7782849
38819.180779,7784949
38819.216658,7787300
38819.248782,7789405
38819.284674,7791758
38819.316731,7793858
38819.349023,7795975
38819.384819,7798321
38819.416705,7800410
38819.448744,7802510
38819.484734,7804868
38819.516693,7806963
38819.552751,7809326
38819.584761,7811424
38819.616734,7813519
38819.652706,7815877
38819.684732,7817975
38819.716726,7820072
38819.752742,7822432
38819.784808,7824534
38819.820710,7826887
38819.852673,7828981
38819.884713,7831081
38819.920710,7833440
38819.952767,7835541
38819.984723,7837635
38820.020681,7839992
38820.052839,7842099
38820.088710,7844450
38820.120707,7846547
38820.152734,7848646
38820.188852,7851013
38820.220699,7853100
38820.256687,7855458
38820.288897,7857569
38820.320746,7859657
38820.356712,7862014
38820.388772,7864115
38820.420761,7866211
38820.456689,7868566
38820.488785,7870669
38820.524736,7873025
38820.556710,7875120
38820.588844,7877226
38820.624729,7879578
38820.656745,7881676
38820.688765,7883775
38820.724711,7886130
38820.756732,7888229
38820.792702,7890586
38820.824708,7892684
38820.856697,7894780
38820.892698,7897139
38820.924695,7899236
38820.956744,7901337
38820.992737,7903695
38821.024759,7905794
38821.060756,7908153
38821.092714,7910247
38821.124689,7912343
38821.160722,7914704
38821.192707,7916800
38821.224788,7918903
38821.260768,7921261
38821.292682,7923352
38821.328791,7925719
38821.360744,7927813
38821.392772,7929912
38821.428685,7932265
38821.460731,7934365
38821.492689,7936460
38821.528762,7938824
38821.560662,7940914
38821.596719,7943277
38821.628763,7945377
38821.660750,7947474
38821.696716,7949831
38821.728994,7951946
38821.760695,7954024
38821.796753,7956387
38821.828722,7958482
38821.864735,7960842
38821.896733,7962939
38821.928732,7965036
38821.964709,7967394
38821.996698,7969490
38822.032713,7971850
38822.064716,7973948
38822.096716,7976045
38822.132678,7978401
38822.164739,7980503
38822.196687,7982596
38822.232716,7984957
38822.264711,7987054
38822.300656,7989410
38822.332688,7991509
38822.364779,7993612
38822.400704,7995967
38822.432708,7998064
38822.464711,8000161
38822.500702,8002520
38822.532739,8004619
38822.568767,8006981
38822.600873,8009085
38822.632730,8011172
38822.668755,8013533
38822.700700,8015627
38822.732695,8017724
38822.768752,8020087
38822.800698,8022180
38822.836740,8024542
38822.868832,8026645
38822.900745,8028737
38822.936751,8031096
38822.968762,8033194
38823.000815,8035295
38823.036727,8037648
38823.068764,8039748
38823.104777,8042108
38823.136688,8044199
38823.168822,8046305
38823.204731,8048658
38823.236742,8050756
38823.268744,8052854
38823.304753,8055213
38823.336705,8057307
38823.372732,8059668
38823.404702,8061764
38823.436738,8063863
38823.472694,8066219
38823.504684,8068316
38823.540731,8070678
38823.572689,8072773
38823.604665,8074868
38823.640781,8077235
38823.672703,8079327
38823.704756,8081428
38823.740746,8083786
38823.772680,8085879
38823.808752,8088243
38823.840733,8090339
38823.872697,8092434
38823.908762,8094797
38823.940735,8096892
38823.972753,8098991
38824.008719,8101348
38824.040665,8103441
38824.076729,8105805
38824.108729,8107902
38824.140663,8109995
38824.176661,8112354
38824.208776,8114459
38824.240647,8116547
38824.276632,8118905
38824.308823,8121015
38824.344617,8123361
38824.376677,8125462
38824.408756,8127564
38824.444714,8129921
38824.476669,8132015
38824.508657,8134111
38824.544713,8136474
38824.576696,8138570
38824.612631,8140925
38824.644644,8143023
38824.676608,8145118
38824.712621,8147478
38824.744713,8149581
38824.776653,8151674
38824.812640,8154033
38824.844664,8156131
38824.880656,8158490
38824.912654,8160587
38824.944665,8162685
38824.980654,8165044
38825.012665,8167141
38825.048722,8169504
38825.080656,8171597
38825.112710,8173698
38825.148699,8176056
38825.180814,8178161
38825.212943,8180267
38825.248713,8182611
38825.280643,8184703
38825.316642,8187063
38825.348721,8189165
38825.380638,8191257
38825.416669,8193618
38825.448724,8195719
38825.480692,8197814
38825.516610,8200167
38825.548720,8202272
38825.584654,8204627
38825.616672,8206725
38825.648760,8208828
38825.684663,8211181
38825.716643,8213277
38825.748772,8215382
38825.784675,8217735
38825.816670,8219832
38825.852713,8222194
38825.884676,8224289
38825.916644,8226384
38825.952658,8228744
38825.984650,8230840
38826.016686,8232940
38826.052637,8235296
38826.084646,8237394
38826.120641,8239753
38826.152688,8241853
38826.184642,8243947
38826.220622,8246305
38826.252677,8248406
38826.285178,8250536
38826.321187,8252895
38826.353146,8254990
38826.389243,8257355
38826.421141,8259446
38826.453210,8261548
38826.489349,8263916
38826.521170,8266001
38826.553185,8268099
38826.589207,8270460
38826.621185,8272556
38826.657152,8274913
38826.689177,8277012
38826.721152,8279107
38826.757167,8281467
38826.789222,8283568
38826.825174,8285924
38826.857159,8288020
38826.889237,8290123
38826.925154,8292476
38826.957176,8294575
38826.989197,8296673
38827.025126,8299028
38827.057134,8301126
38827.093145,8303486
38827.125275,8305591
38827.157149,8307680
38827.193172,8310041
38827.225139,8312136
38827.257187,8314236
38827.293148,8316593
38827.325211,8318694
38827.361195,8321052
38827.393226,8323151
38827.425153,8325244
38827.461175,8327605
38827.493228,8329705
38827.525222,8331802
38827.561207,8334160
38827.593315,8336264
38827.629283,8338621
38827.661224,8340715
38827.693241,8342813
38827.729328,8345178
38827.761519,8347288
38827.793233,8349366
38827.829291,8351729
38827.861213,8353821
38827.897202,8356180
38827.929263,8358281
38827.961228,8360375
38827.997211,8362734
38828.029228,8364832
38828.061242,8366930
38828.097292,8369292
38828.129392,8371396
38828.165158,8373740
38828.197304,8375847
38828.229284,8377943
38828.265224,8380298
38828.297219,8382395
38828.333224,8384754
38828.365244,8386853
38828.397258,8388951
38828.433210,8391307
38828.465200,8393403
38828.497175,8395499
38828.533315,8397867
38828.565190,8399956
38828.601224,8402318
38828.633230,8404415
38828.665231,8406512
38828.701224,8408871
38828.733218,8410968
38828.765286,8413069
38828.801197,8415423
38828.833203,8417520
38828.869227,8419881
38828.901267,8421981
38828.933192,8424073
38828.969394,8426446
38829.001204,8428530
38829.033194,8430627
38829.069214,8432987
38829.101172,8435082
38829.137130,8437438
38829.169236,8439542
38829.201207,8441638
38829.237226,8443998
38829.269264,8446098
38829.301347,8448200
38829.337245,8450553
38829.369160,8452644
38829.405243,8455009
38829.437197,8457103
38829.469235,8459203
38829.505233,8461562
38829.537287,8463663
38829.569265,8465758
38829.605237,8468116
38829.637172,8470208
38829.673560,8472593
38829.705172,8474665
38829.737191,8476763
38829.773238,8479126
38829.805240,8481223
38829.837231,8483319
38829.873226,8485678
38829.905196,8487773
38829.941186,8490132
38829.973228,8492232
38830.005176,8494326
38830.041204,8496687
38830.073149,8498780
38830.109253,8501146
38830.141240,8503243
38830.173181,8505336
38830.209496,8507716
38830.241212,8509794
38830.273236,8511893
38830.309221,8514251
38830.341262,8516351
38830.377170,8518704
38830.409253,8520807
38830.441235,8522903
38830.477202,8525260
38830.509321,8527365
38830.541234,8529456
38830.577245,8531816
38830.609253,8533914
38830.645226,8536271
38830.677310,8538374
38830.709165,8540462
38830.745189,8542822
38830.777148,8544917
38830.809246,8547020
38830.845349,8549386
38830.877221,8551475
38830.913206,8553833
38830.945201,8555930
38830.977228,8558029
38831.013192,8560386
38831.045221,8562485
38831.077182,8564580
38831.113216,8566941
38831.145252,8569041
38831.181202,8571396
38831.213238,8573496
38831.245220,8575592
38831.281230,8577952
38831.313226,8580049
38831.345208,8582145
38831.381266,8584508
38831.413223,8586602
38831.449286,8588965
38831.481253,8591060
38831.513234,8593156
38831.549282,8595519
38831.581190,8597610
38831.617157,8599967
38831.649269,8602071
38831.681254,8604167
38831.717195,8606523
38831.749287,8608626
38831.781245,8610720
38831.817240,8613079
38831.849487,8615193
38831.885203,8617533
38831.917154,8619627
38831.949355,8621737
38831.985232,8624089
38832.017205,8626184
38832.049375,8628292
38832.085212,8630641
38832.117205,8632737
38832.153261,8635100
38832.185218,8637195
38832.217145,8639287
38832.253209,8641650
38832.285206,8643747
38832.317252,8645848
38832.353212,8648204
38832.385269,8650305
38832.421230,8652662
38832.453216,8654758
38832.485213,8656855
38832.521232,8659215
38832.553231,8661312
38832.585220,8663409
38832.621237,8665769
38832.653195,8667864
38832.689344,8670233
38832.721214,8672321
38832.753240,8674420
38832.789271,8676781
38832.821222,8678875
38832.853239,8680973
38832.889314,8683338
38832.921197,8685427
38832.957216,8687788
38832.989267,8689888
38833.021249,8691984
38833.057228,8694342
38833.089334,8696446
38833.125172,8698795
38833.157167,8700891
38833.189386,8703003
38833.225214,8705351
38833.257191,8707446
38833.289244,8709547
38833.325249,8711907
38833.357224,8714002
38833.393225,8716361
38833.425220,8718458
38833.457237,8720556
38833.493218,8722914
38833.525207,8725011
38833.557197,8727107
38833.593196,8729467
38833.625196,8731564
38833.661160,8733921
38833.693281,8736026
38833.725186,8738116
38833.761190,8740476
38833.793218,8742575
38833.825211,8744672
38833.861210,8747031
38833.893210,8749128
38833.929345,8751496
38833.961323,8753592
38833.993211,8755681
38834.029282,8758045
38834.061152,8760134
38834.093171,8762232
38834.129197,8764593
38834.161196,8766690
38834.197162,8769047
38834.229247,8771150
38834.261262,8773248
38834.297205,8775604
38834.329275,8777705
38834.361236,8779800
38834.397290,8782163
38834.429219,8784255
38834.465218,8786614
38834.497248,8788714
38834.529220,8790809
38834.565344,8793176
38834.597234,8795266
38834.629347,8797371
38834.665249,8799724
38834.697256,8801821
38834.733181,8804175
38834.765228,8806276
38834.797254,8808374
38834.833249,8810733
38834.865285,8812833
38834.901217,8815188
38834.933199,8817284
38834.965231,8819383
38835.001213,8821741
38835.033212,8823838
38835.065265,8825939
38835.101159,8828291
38835.133329,8830399
38835.169591,8832776
38835.201215,8834848
38835.233249,8836947
38835.269658,8839333
38835.301228,8841402
38835.333223,8843499
38835.369302,8845864
38835.401285,8847960
38835.437207,8850314
38835.469518,8852431
38835.501197,8854507
38835.537273,8856872
38835.569445,8858980
38835.601252,8861064
38835.637214,8863421
38835.669276,8865522
38835.705225,8867878
38835.737227,8869976
38835.769325,8872079
38835.805181,8874429
38835.837200,8876527
38835.869863,8878668
38835.905201,8880984
38835.937220,8883082
38835.973214,8885441
38836.005207,8887538
38836.037228,8889636
38836.073251,8891997
38836.105247,8894094
38836.137174,8896186
38836.173201,8898547
38836.205270,8900649
38836.241282,8903009
38836.273688,8905133
38836.305708,8907231
38836.341734,8909592
38836.373671,8911685
38836.409727,8914048
38836.441706,8916144
38836.473696,8918240
38836.509785,8920605
38836.541677,8922695
38836.573771,8924798
38836.609740,8927156
38836.641729,8929252
38836.677681,8931608
38836.709752,8933710
38836.741698,8935804
38836.777762,8938167
38836.809813,8940268
38836.841778,8942362
38836.877699,8944716
38836.910152,8946843
38836.945670,8949171
38836.977715,8951271
38837.009787,8953373
38837.045673,8955725
38837.077707,8957824
38837.109769,8959925
38837.145667,8962278
38837.177709,8964378
38837.213746,8966739
38837.245774,8968838
38837.277766,8970935
38837.313677,8973288
38837.345758,8975391
38837.377702,8977484
38837.413767,8979848
38837.445706,8981941
38837.481728,8984301
38837.513733,8986399
38837.545741,8988497
38837.581703,8990853
38837.613743,8992953
38837.645754,8995051
38837.681681,8997405
38837.713727,8999506
38837.749705,9001863
38837.781697,9003960
38837.813720,9006059
38837.849848,9008426
38837.881781,9010519
38837.913738,9012613
38837.949777,9014975
38837.981757,9017071
38838.017719,9019428
38838.049826,9021532
38838.081697,9023620
38838.117711,9025981
38838.149757,9028081
38838.185670,9030434
38838.217753,9032537
38838.249738,9034633
38838.285707,9036990
38838.317725,9039089
38838.349745,9041187
38838.385711,9043544
38838.417782,9045646
38838.453756,9048003
38838.485692,9050096
38838.517761,9052198
38838.553740,9054556
38838.585689,9056650
38838.617724,9058749
38838.653749,9061110
38838.685675,9063202
38838.721737,9065565
38838.753662,9067658
38838.785704,9069758
38838.821698,9072116
38838.853689,9074213
38838.885715,9076312
38838.921709,9078671
38838.953731,9080769
38838.989970,9083144
38839.021717,9085225
38839.053691,9087320
38839.089711,9089681
38839.121657,9091774
38839.153719,9093875
38839.189966,9096251
38839.221721,9098332
38839.257693,9100689
38839.289794,9102793
38839.321679,9104883
38839.357690,9107243
38839.389666,9109338
38839.421707,9111438
38839.457709,9113797
38839.489708,9115894
38839.525681,9118252
38839.557722,9120352
38839.589754,9122451
38839.625734,9124809
38839.657697,9126904
38839.693707,9129264
38839.725765,9131364
38839.757705,9133458
38839.793678,9135815
38839.825793,9137920
38839.857697,9140011
38839.893722,9142371
38839.925735,9144469
38839.961668,9146824
38839.993694,9148923
38840.025727,9151022
38840.061667,9153378
38840.093714,9155478
38840.125781,9157579
38840.161715,9159934
38840.193710,9162031
38840.229799,9164396
38840.261761,9166491
38840.293705,9168584
38840.329760,9170947
38840.361709,9173041
38840.393726,9175139
38840.429821,9177505
38840.461714,9179595
38840.497715,9181954
38840.529733,9184052
38840.561687,9186147
38840.597696,9188506
38840.629771,9190608
38840.661708,9192701
38840.697704,9195060
38840.729742,9197160
38840.765650,9199513
38840.797692,9201613
38840.829741,9203713
38840.865739,9206073
38840.898575,9208225
38840.929755,9210268
38840.965705,9212624
38840.997648,9214717
38841.033720,9217081
38841.065713,9219178
38841.097856,9221284
38841.133705,9223634
38841.165720,9225732
38841.201724,9228091
38841.233688,9230186
38841.265702,9232284
38841.301714,9234644
38841.333725,9236742
38841.365707,9238838
38841.401762,9241201
38841.433727,9243296
38841.469735,9245655
38841.501752,9247754
38841.533703,9249848
38841.569800,9252213
38841.601680,9254303
38841.634134,9256429
38841.669843,9258770
38841.701713,9260858
38841.737695,9263216
38841.769728,9265316
38841.801698,9267411
38841.837717,9269771
38841.869737,9271870
38841.901686,9273963
38841.937662,9276321
38841.969705,9278421
38842.005714,9280781
38842.037778,9282882
38842.069791,9284980
38842.105668,9287331
38842.137750,9289434
38842.169751,9291531
38842.205680,9293886
38842.237695,9295984
38842.273762,9298347
38842.305732,9300443
38842.337707,9302538
38842.373697,9304897
38842.405696,9306994
38842.437709,9309092
38842.473709,9311451
38842.505735,9313550
38842.541716,9315908
38842.573708,9318004
38842.605747,9320104
38842.641714,9322461
38842.673771,9324562
38842.705729,9326656
38842.741679,9329012
38842.773707,9331111
38842.809678,9333469
38842.841773,9335572
38842.873736,9337667
38842.909771,9340028
38842.941732,9342123
38842.977709,9344481
38843.009784,9346583
38843.041736,9348677
38843.077714,9351034
38843.109700,9353131
38843.141734,9355230
38843.177708,9357588
38843.209757,9359688
38843.245672,9362042
38843.277719,9364142
38843.309766,9366242
38843.345729,9368599
38843.377716,9370695
38843.409663,9372789
38843.445770,9375155
38843.477723,9377249
38843.513730,9379609
38843.545704,9381704
38843.577701,9383801
38843.613732,9386162
38843.645659,9388255
38843.677645,9390351
38843.713678,9392712
38843.745696,9394811
38843.781634,9397166
38843.813723,9399269
38843.845896,9401377
38843.881685,9403723
38843.913760,9405825
38843.945751,9407921
38843.981756,9410281
38844.013703,9412374
38844.049807,9414741
38844.081733,9416833
38844.113774,9418933
38844.149767,9421291
38844.181740,9423387
38844.213728,9425483
38844.250057,9427864
38844.281735,9429940
38844.317647,9432293
38844.349748,9434397
38844.381757,9436495
38844.417716,9438851
38844.449770,9440952
38844.485733,9443309
38844.517826,9445412
38844.549843,9447510
38844.585707,9449861
38844.617723,9451959
38844.649756,9454058
38844.685688,9456413
38844.717707,9458511
38844.753686,9460869
38844.785719,9462969
38844.817709,9465065
38844.853666,9467421
38844.885725,9469522
38844.917826,9471626
38844.953712,9473978
38844.985708,9476075
38845.021837,9478443
38845.053795,9480537
38845.085658,9482625
38845.121678,9484986
38845.153816,9487092
38845.185717,9489182
38845.221711,9491541
38845.253695,9493637
38845.289785,9496002
38845.321711,9498095
38845.353780,9500196
38845.389763,9502555
38845.421746,9504651
38845.453706,9506745
38845.489675,9509102
38845.521736,9511203
38845.557710,9513561
38845.589830,9515666
38845.621718,9517756
38845.657755,9520117
38845.689738,9522213
38845.721737,9524310
38845.757674,9526666
38845.789778,9528770
38845.825677,9531122
38845.857710,9533221
38845.890064,9535342
38845.925740,9537680
38845.957723,9539776
38845.989767,9541876
38846.025702,9544231
38846.057732,9546330
38846.093696,9548687
38846.125752,9550788
38846.157726,9552883
38846.193708,9555241
38846.225724,9557339
38846.262191,9559729
38846.294220,9561828
38846.326210,9563925
38846.362229,9566285
38846.394200,9568380
38846.426250,9570481
38846.462230,9572839
38846.494244,9574937
38846.530205,9577293
38846.562234,9579392
38846.594233,9581489
38846.630266,9583851
38846.662203,9585944
38846.694236,9588043
38846.730240,9590403
38846.762246,9592500
38846.798213,9594857
38846.830307,9596961
38846.862245,9599054
38846.898223,9601411
38846.930238,9603510
38846.962198,9605604
38846.998209,9607964
38847.030312,9610068
38847.066262,9612424
38847.098194,9614517
38847.130255,9616618
38847.166180,9618972
38847.198223,9621072
38847.230211,9623168
38847.266175,9625525
38847.298519,9627645
38847.334216,9629984
38847.366190,9632080
38847.398222,9634179
38847.434216,9636538
38847.466211,9638635
38847.498252,9640734
38847.534162,9643088
38847.566219,9645189
38847.602193,9647546
38847.634244,9649647
38847.666225,9651742
38847.702222,9654102
38847.734188,9656196
38847.770193,9658556
38847.802206,9660654
38847.834235,9662753
38847.870296,9665116
38847.902254,9667211
38847.934190,9669304
38847.970379,9671675
38848.002192,9673760
38848.038254,9676123
38848.070310,9678224
38848.102259,9680318
38848.138221,9682675
38848.170294,9684777
38848.202219,9686869
38848.238218,9689228
38848.270256,9691328
38848.306209,9693684
38848.338247,9695783
38848.370326,9697886
38848.406265,9700241
38848.438185,9702333
38848.470293,9704437
38848.506239,9706793
38848.538227,9708889
38848.574202,9711247
38848.606255,9713347
38848.638174,9715439
38848.674211,9717801
38848.706231,9719899
38848.738196,9721994
38848.774282,9724359
38848.806219,9726452
38848.842216,9728811
38848.874216,9730908
38848.906244,9733007
38848.942224,9735365
38848.974197,9737460
38849.006210,9739558
38849.042215,9741918
38849.074217,9744015
38849.110200,9746373
38849.142717,9748504
38849.174204,9750568
38849.210242,9752930
38849.242244,9755027
38849.278223,9757385
38849.310409,9759494
38849.342271,9761582
38849.378225,9763938
38849.410278,9766039
38849.442177,9768129
38849.478253,9770494
38849.510289,9772593
38849.546202,9774947
38849.578220,9777045
38849.610305,9779148
38849.646226,9781502
38849.678199,9783597
38849.710277,9785699
38849.746200,9788054
38849.778289,9790157
38849.814226,9792512
38849.846303,9794614
38849.878176,9796703
38849.914271,9799068
38849.946262,9801165
38849.978216,9803259
38850.014229,9805619
38850.046272,9807719
38850.082227,9810075
38850.114199,9812170
38850.146238,9814270
38850.182214,9816628
38850.214235,9818726
38850.246295,9820827
38850.282232,9823182
38850.314197,9825277
38850.350240,9827639
38850.382234,9829736
