# timestamps [seconds],pts
38750.888629,3309423
38750.920496,3311511
38750.956539,3313873
38750.988524,3315969
38751.020557,3318069
38751.056581,3320429
38751.088640,3322530
38751.124530,3324882
38751.156519,3326979
38751.188569,3329079
38751.224518,3331435
38751.256585,3333537
38751.288561,3335632
38751.324540,3337990
38751.356499,3340085
38751.392543,3342447
38751.424491,3344540
38751.456587,3346644
38751.492539,3349000
38751.524548,3351098
38751.556513,3353192
38751.592585,3355556
38751.624585,3357654
38751.660537,3360010
38751.692547,3362107
38751.724522,3364203
38751.760495,3366560
38751.792520,3368659
38751.824586,3370761
38751.860537,3373117
38751.892495,3375211
38751.928548,3377574
38751.960783,3379686
38751.992524,3381766
38752.028570,3384129
38752.060577,3386226
38752.092545,3388321
38752.128667,3390689
38752.160494,3392774
38752.196500,3395134
38752.228935,3397260
38752.260499,3399328
38752.296535,3401690
38752.328927,3403813
38752.360556,3405885
38752.396550,3408244
38752.428591,3410344
38752.464486,3412696
38752.496527,3414796
38752.528600,3416898
38752.564547,3419254
38752.596529,3421350
38752.632526,3423709
38752.664509,3425805
38752.696526,3427903
38752.732543,3430264
38752.764506,3432358
38752.796533,3434457
38752.832514,3436815
38752.864540,3438914
38752.900502,3441271
38752.932953,3443397
38752.964524,3445466
38753.000628,3447833
38753.032536,3449924
38753.064520,3452020
38753.100523,3454379
38753.132543,3456478
38753.168586,3458840
38753.200521,3460933
38753.232499,3463028
38753.268610,3465395
38753.300523,3467486
38753.332622,3469590
38753.368544,3471944
38753.400543,3474041
38753.436532,3476400
38753.468622,3478503
38753.500519,3480593
38753.536521,3482952
38753.568656,3485058
38753.600513,3487146
38753.636464,3489502
38753.668587,3491607
38753.704529,3493963
38753.736517,3496059
38753.768570,3498160
38753.804508,3500515
38753.836549,3502615
38753.868553,3504712
38753.904546,3507071
38753.936492,3509164
38753.972532,3511526
38754.004498,3513621
38754.036500,3515718
38754.072486,3518077
38754.104533,3520177
38754.136512,3522273
38754.172618,3524639
38754.204508,3526729
38754.240515,3529089
38754.272540,3531187
38754.304543,3533285
38754.340583,3535646
38754.372863,3537762
38754.408558,3540101
38754.440503,3542195
38754.472531,3544294
38754.508893,3546677
38754.540570,3548753
38754.572497,3550845
38754.608544,3553207
38754.640555,3555305
38754.676506,3557661
38754.708568,3559762
38754.740546,3561858
38754.776557,3564218
38754.808628,3566320
38754.840596,3568415
38754.876567,3570772
38754.908548,3572868
38754.944521,3575226
38754.976517,3577322
38755.008622,3579426
38755.044507,3581778
38755.076557,3583879
38755.108556,3585976
38755.144504,3588331
38755.176494,3590428
38755.212488,3592787
38755.244536,3594887
38755.276477,3596980
38755.312558,3599345
38755.344514,3601439
38755.376534,3603538
38755.412537,3605897
38755.444538,3607994
38755.480518,3610352
38755.512018,3612416
38755.544024,3614514
38755.580024,3616873
38755.612002,3618969
38755.644048,3621069
38755.679995,3623425
38755.712059,3625526
38755.748033,3627884
38755.780056,3629982
38755.812055,3632079
38755.848021,3634436
38755.880041,3636535
38755.916075,3638896
38755.948077,3640994
38755.980020,3643087
38756.016052,3645448
38756.048085,3647548
38756.080065,3649643
38756.116017,3652000
38756.148048,3654099
38756.183994,3656454
38756.216051,3658555
38756.248127,3660657
38756.284065,3663013
38756.316030,3665107
38756.348200,3667216
38756.384072,3669567
38756.416060,3671663
38756.452028,3674020
38756.484021,3676117
38756.515959,3678210
38756.552083,3680577
38756.584049,3682672
38756.616017,3684767
38756.652122,3687133
38756.683978,3689221
38756.719990,3691581
38756.752090,3693685
38756.784036,3695778
38756.820042,3698138
38756.852051,3700236
38756.884022,3702331
38756.920118,3704696
38756.952096,3706792
38756.988072,3709150
38757.020102,3711249
38757.052013,3713340
38757.088063,3715703
38757.119991,3717795
38757.152007,3719893
38757.188159,3722262
38757.220052,3724352
38757.256040,3726711
38757.288048,3728809
38757.320010,3730903
38757.356033,3733264
38757.388109,3735366
38757.424045,3737721
38757.456022,3739817
38757.488102,3741919
38757.524013,3744273
38757.556062,3746373
38757.588039,3748469
38757.624012,3750826
38757.656030,3752924
38757.692066,3755286
38757.724118,3757386
38757.756039,3759478
38757.792029,3761837
38757.823986,3763931
38757.856033,3766032
38757.892045,3768392
38757.924083,3770491
38757.960056,3772849
38757.992032,3774944
38758.024060,3777043
38758.060030,3779400
38758.092044,3781498
38758.124042,3783595
38758.160042,3785955
38758.259991,3792505
38758.460014,3805613
38759.164022,3851751
38759.264039,3858305
38759.468076,3871677
38759.600053,3880326
38759.668101,3884785
38760.104003,3913352
38760.472026,3937471
38760.740028,3955034
38760.908105,3966049
38761.076060,3977056
38761.108094,3979155
38761.140085,3981252
38761.176074,3983610
38761.208081,3985708
38761.244067,3988066
38761.276032,3990161
38761.344067,3994620
38761.375992,3996712
38761.408020,3998811
38761.444033,4001171
38761.476004,4003266
38761.511995,4005625
38761.544092,4007728
38761.576029,4009821
38761.612009,4012179
38761.644068,4014280
38761.676043,4016376
38761.712008,4018733
38761.744000,4020829
38761.779983,4023188
38761.812040,4025288
38761.844074,4027388
38761.880050,4029745
38761.912035,4031842
38761.944056,4033940
38761.980021,4036297
38762.012049,4038396
38762.048386,4040777
38762.080073,4042854
38762.112043,4044949
38762.148042,4047308
38762.180018,4049404
38762.212020,4051501
38762.248071,4053864
38762.280024,4055958
38762.316019,4058317
38762.348047,4060416
38762.380032,4062512
38762.416005,4064869
38762.448407,4066993
38762.484056,4069329
38762.516023,4071424
38762.548046,4073523
38762.584050,4075882
38762.616044,4077979
38762.648050,4080076
38762.684054,4082436
38762.715981,4084528
38762.752008,4086889
38762.784060,4088990
38762.816043,4091086
38762.852019,4093443
38762.884039,4095542
38762.916054,4097640
38762.952047,4099999
38762.984028,4102095
38763.020070,4104457
38763.052014,4106550
38763.084071,4108651
38763.120017,4111007
38763.152037,4113105
38763.184035,4115202
38763.219994,4117559
38763.252012,4119657
38763.288080,4122021
38763.320055,4124116
38763.352029,4126212
38763.388076,4128574
38763.420071,4130671
38763.452020,4132765
38763.488071,4135127
38763.520041,4137222
38763.556000,4139579
38763.588136,4141685
38763.620108,4143780
38763.656052,4146136
38763.688031,4148231
38763.720050,4150330
38763.756039,4152688
38763.788087,4154789
38763.824043,4157145
38763.856017,4159240
38763.888166,4161347
38763.924041,4163698
38763.956144,4165802
38763.992027,4168154
38764.023967,4170247
38764.055976,4172345
38764.092009,4174706
38764.124024,4176804
38764.156011,4178901
38764.192004,4181259
38764.223988,4183355
38764.259997,4185715
38764.292026,4187814
38764.324041,4189912
38764.360036,4192271
38764.392023,4194368
38764.424080,4196468
38764.460050,4198826
38764.492057,4200923
38764.528068,4203283
38764.560099,4205382
38764.592039,4207476
38764.628026,4209834
38764.660048,4211933
38764.692030,4214029
38764.728077,4216391
38764.760044,4218486
38764.796269,4220860
38764.828104,4222946
38764.860085,4225042
38764.896035,4227398
38764.928052,4229496
38764.960006,4231590
38764.996094,4233955
38765.028057,4236050
38765.064002,4238406
38765.096033,4240505
38765.128123,4242608
38765.164059,4244963
38765.196062,4247060
38765.228168,4249164
38765.264029,4251515
38765.296021,4253611
38765.332011,4255970
38765.364058,4258070
38765.396047,4260166
38765.432053,4262526
38765.464043,4264622
38765.499538,4266949
38765.531526,4269045
38765.563542,4271143
38765.599515,4273501
38765.631564,4275601
38765.663563,4277698
38765.699526,4280055
38765.731452,4282147
38765.767564,4284514
38765.799476,4286605
38765.831681,4288716
38765.867584,4291068
38765.899654,4293170
38765.931556,4295261
38765.967576,4297621
38765.999525,4299715
38766.035498,4302073
38766.067527,4304172
38766.099544,4306270
38766.135521,4308628
38766.167588,4310729
38766.199600,4312827
38766.235514,4315181
38766.267588,4317283
38766.303587,4319642
38766.335526,4321735
38766.367559,4323834
38766.403501,4326190
38766.435572,4328292
38766.467601,4330391
38766.503537,4332746
38766.535459,4334838
38766.571526,4337201
38766.603560,4339301
38766.635499,4341394
38766.671537,4343756
38766.703522,4345852
38766.735560,4347951
38766.771518,4350308
38766.803562,4352408
38766.839560,4354767
38766.871578,4356865
38766.903527,4358959
38766.939507,4361317
38766.971516,4363415
38767.003519,4365512
38767.039535,4367872
38767.071527,4369969
38767.107878,4372351
38767.139618,4374431
38767.171568,4376525
38767.207529,4378882
38767.239509,4380978
38767.275482,4383335
38767.307584,4385439
38767.339611,4387538
38767.375505,4389890
38767.407648,4391997
38767.439557,4394088
38767.475537,4396446
38767.507531,4398542
38767.543537,4400902
38767.575545,4403000
38767.607580,4405099
38767.643528,4407455
38767.675564,4409554
38767.707627,4411656
38767.743520,4414008
38767.775562,4416108
38767.811537,4418465
38767.843567,4420565
38767.875490,4422657
38767.911530,4425018
38767.943561,4427118
38767.975503,4429211
38768.011512,4431571
38768.043502,4433667
38768.079518,4436028
38768.111521,4438125
38768.143509,4440221
38768.179532,4442582
38768.211522,4444678
38768.243514,4446775
38768.279529,4449135
38768.311477,4451229
38768.347565,4453594
38768.379493,4455686
38768.411520,4457785
38768.447534,4460146
38768.479560,4462244
38768.511531,4464340
38768.547585,4466702
38768.579543,4468797
38768.615579,4471158
38768.647545,4473253
38768.679584,4475353
38768.715561,4477711
38768.747604,4479811
38768.783480,4482162
38768.815472,4484258
38768.847841,4486380
38768.883549,4488720
38768.915565,4490818
38768.947632,4492919
38768.983499,4495270
38769.015486,4497366
38769.051474,4499725
38769.083544,4501826
38769.115491,4503920
38769.151517,4506281
38769.183505,4508377
38769.215476,4510473
38769.251515,4512834
38769.283489,4514930
38769.319536,4517292
38769.351523,4519388
38769.383538,4521487
38769.419564,4523848
38769.451559,4525944
38769.483562,4528042
38769.519533,4530399
38769.551522,4532495
38769.587558,4534857
38769.619540,4536953
38769.651513,4539048
38769.687589,4541413
38769.719537,4543506
38769.751575,4545606
38769.787875,4547985
38769.819583,4550063
38769.855623,4552425
38769.887584,4554519
38769.919486,4556610
38769.955512,4558971
38769.987614,4561075
38770.019537,4563167
38770.055516,4565525
38770.087672,4567632
38770.123560,4569984
38770.155529,4572079
38770.187605,4574181
38770.223524,4576535
38770.255519,4578632
38770.291495,4580990
38770.323515,4583088
38770.355535,4585186
38770.391508,4587544
38770.423567,4589645
38770.455507,4591738
38770.491550,4594100
38770.523599,4596200
38770.559522,4598555
38770.591558,4600654
38770.623525,4602749
38770.659519,4605108
38770.691529,4607206
38770.723562,4609305
38770.759500,4611660
38770.791506,4613758
38770.827612,4616124
38770.859574,4618219
38770.891550,4620314
38770.927623,4622678
38770.959553,4624771
38770.991501,4626864
38771.027554,4629227
38771.059571,4631325
38771.095520,4633681
38771.127613,4635784
38771.159531,4637876
38771.195500,4640233
38771.227596,4642337
38771.259584,4644433
38771.295554,4646791
38771.327610,4648891
38771.363507,4651244
38771.395483,4653339
38771.427569,4655442
38771.463537,4657799
38771.495565,4659898
38771.527661,4662002
38771.563549,4664354
38771.595550,4666451
38771.631510,4668807
38771.663531,4670906
38771.695550,4673004
38771.731535,4675363
38771.763524,4677459
38771.795551,4679558
38771.831559,4681918
38771.863513,4684012
38771.899489,4686369
38771.931542,4688470
38771.963510,4690565
38771.999534,4692926
38772.031566,4695025
38772.067558,4697384
38772.099566,4699481
38772.131605,4701581
38772.167568,4703938
38772.199569,4706035
38772.231585,4708133
38772.267602,4710494
38772.299541,4712587
38772.335498,4714943
38772.367544,4717043
38772.399548,4719141
38772.435545,4721500
38772.467569,4723599
38772.499584,4725697
38772.535540,4728053
38772.567627,4730156
38772.603574,4732512
38772.635595,4734610
38772.667529,4736703
38772.703508,4739061
38772.735541,4741160
38772.767563,4743259
38772.803521,4745615
38772.835572,4747716
38772.871530,4750072
38772.903532,4752169
38772.935553,4754268
38772.971565,4756628
38773.003551,4758724
38773.035461,4760815
38773.071530,4763179
38773.103487,4765273
38773.139515,4767634
38773.171510,4769731
38773.203542,4771831
38773.239508,4774188
38773.271619,4776292
38773.303514,4778382
38773.339547,4780744
38773.371549,4782841
38773.407568,4785201
38773.439513,4787295
38773.471557,4789395
38773.507548,4791754
38773.539524,4793849
38773.575505,4796207
38773.607543,4798307
38773.639572,4800406
38773.675513,4802761
38773.707578,4804863
38773.739548,4806958
38773.775538,4809316
38773.807591,4811417
38773.843529,4813772
38773.875531,4815869
38773.907823,4817986
38773.943569,4820328
38773.975642,4822430
38774.007606,4824525
38774.043525,4826879
38774.075575,4828979
38774.111545,4831336
38774.143511,4833431
38774.175524,4835529
38774.211537,4837889
38774.243588,4839990
38774.275515,4842082
38774.311525,4844442
38774.343549,4846541
38774.379555,4848901
38774.411498,4850994
38774.443558,4853095
38774.479526,4855452
38774.511537,4857550
38774.543561,4859649
38774.579574,4862009
38774.611500,4864101
38774.647563,4866464
38774.679547,4868560
38774.711564,4870659
38774.747922,4873041
38774.779588,4875117
38774.811530,4877210
38774.847558,4879571
38774.879541,4881667
38774.915530,4884026
38774.947502,4886121
38774.979552,4888221
38775.015541,4890580
38775.047542,4892677
38775.079550,4894775
38775.115492,4897130
38775.147627,4899236
38775.183572,4901592
38775.215527,4903686
38775.247601,4905788
38775.283526,4908142
38775.315539,4910240
38775.351508,4912597
38775.383556,4914698
38775.415469,4916789
38775.451537,4919153
38775.483525,4921249
38775.515177,4923324
38775.551175,4925683
38775.583181,4927780
38775.619164,4930138
38775.651172,4932236
38775.683219,4934336
38775.719206,4936695
38775.751228,4938793
38775.783222,4940890
38775.819254,4943251
38775.851189,4945344
38775.887288,4947710
38775.919227,4949803
38775.951193,4951898
38775.987288,4954263
38776.019236,4956357
38776.051308,4958459
38776.087328,4960819
38776.119261,4962912
38776.155222,4965269
38776.187285,4967370
38776.219322,4969470
38776.255213,4971822
38776.287317,4973926
38776.319161,4976013
38776.355296,4978381
38776.387580,4980496
38776.423233,4982833
38776.455159,4984925
38776.487319,4987033
38776.523199,4989384
38776.555218,4991483
38776.587294,4993585
38776.623201,4995938
38776.655217,4998036
38776.691188,5000393
38776.723214,5002492
38776.755229,5004590
38776.791229,5006950
38776.823259,5009049
38776.859220,5011405
38776.891205,5013502
38776.923323,5015606
38776.959202,5017958
38776.991275,5020060
38777.023229,5022154
38777.059218,5024512
38777.091242,5026611
38777.127304,5028974
38777.159250,5031068
38777.191320,5033170
38777.227282,5035526
38777.259266,5037622
38777.291266,5039720
38777.327188,5042074
38777.359186,5044171
38777.395202,5046531
38777.427216,5048629
38777.459234,5050727
38777.495229,5053086
38777.527341,5055191
38777.559271,5057283
38777.595149,5059635
38777.627314,5061742
38777.663208,5064095
38777.695210,5066192
38777.727273,5068293
38777.763240,5070650
38777.795213,5072746
38777.827229,5074844
38777.863243,5077204
38777.895176,5079297
38777.931249,5081661
38777.963189,5083754
38777.995217,5085853
38778.031184,5088210
38778.063248,5090311
38778.095210,5092406
38778.131223,5094766
38778.163266,5096866
38778.199204,5099221
38778.231211,5101319
38778.263199,5103415
38778.299319,5105782
38778.331212,5107872
38778.367270,5110235
38778.399161,5112325
38778.431208,5114426
38778.467276,5116789
38778.499241,5118884
38778.531212,5120979
38778.567315,5123345
38778.599277,5125440
38778.635274,5127799
38778.667387,5129904
38778.699243,5131991
38778.735202,5134348
38778.767372,5136456
38778.799296,5138548
38778.835231,5140903
38778.867269,5143003
38778.903236,5145360
38778.935204,5147455
38778.967263,5149556
38779.003230,5151913
38779.035185,5154007
38779.067261,5156109
38779.103233,5158467
38779.135258,5160566
38779.171248,5162924
38779.203220,5165019
38779.235207,5167116
38779.271192,5169474
38779.303226,5171573
38779.335200,5173669
38779.371242,5176031
38779.403300,5178132
38779.439194,5180484
38779.471241,5182584
38779.503226,5184680
38779.539191,5187037
38779.571218,5189136
38779.603189,5191231
38779.639265,5193596
38779.671228,5195690
38779.707259,5198052
38779.739268,5200149
38779.771221,5202243
38779.807293,5204607
38779.839230,5206700
38779.871207,5208796
38779.907253,5211158
38779.939226,5213254
38779.975202,5215611
38780.007245,5217711
38780.039239,5219808
38780.075218,5222166
38780.107322,5224270
38780.143187,5226620
38780.175252,5228722
38780.207263,5230819
38780.243191,5233174
38780.275186,5235271
38780.307283,5237374
38780.343309,5239735
38780.375242,5241828
38780.411199,5244184
38780.443282,5246287
38780.475298,5248385
38780.511243,5250741
38780.543231,5252837
38780.575238,5254935
38780.611217,5257293
38780.643202,5259389
38780.679241,5261750
38780.711249,5263848
38780.743230,5265944
38780.779192,5268301
38780.811175,5270397
38780.843255,5272499
38780.879191,5274854
38780.911176,5276950
38780.947289,5279317
38780.979260,5281412
38781.011225,5283507
38781.047561,5285888
38781.079168,5287960
38781.111166,5290057
38781.147166,5292416
38781.179146,5294512
38781.215430,5296890
38781.247190,5298971
38781.279211,5301070
38781.315246,5303431
38781.347257,5305529
38781.379212,5307623
38781.415197,5309981
38781.447274,5312084
38781.483224,5314440
38781.515167,5316533
38781.547283,5318638
38781.583202,5320992
38781.615221,5323090
38781.651237,5325450
38781.683206,5327545
38781.715251,5329645
38781.751224,5332003
38781.783217,5334100
38781.815253,5336199
38781.851219,5338556
38781.883184,5340651
38781.919255,5343015
38781.951207,5345109
38781.983249,5347209
38782.019235,5349567
38782.051181,5351661
38782.083205,5353759
38782.119220,5356119
38782.151194,5358215
38782.187265,5360579
38782.219266,5362676
38782.251176,5364767
38782.287159,5367125
38782.319236,5369228
38782.351275,5371327
38782.387262,5373686
38782.419226,5375780
38782.455286,5378144
38782.487260,5380239
38782.519266,5382337
38782.555170,5384689
38782.587290,5386794
38782.619190,5388885
38782.655235,5391247
38782.687343,5393351
38782.723177,5395700
38782.755214,5397799
38782.787275,5399900
38782.823236,5402257
38782.855194,5404352
38782.887350,5406459
38782.923271,5408813
38782.955248,5410909
38782.991196,5413264
38783.023220,5415363
38783.055232,5417461
38783.091250,5419821
38783.123233,5421917
38783.155238,5424015
38783.191195,5426371
38783.223165,5428467
38783.259146,5430825
38783.291271,5432930
38783.323244,5435025
38783.359256,5437385
38783.391203,5439479
38783.427344,5441847
38783.459263,5443939
38783.491224,5446034
38783.527268,5448396
38783.559190,5450488
38783.591259,5452590
38783.627245,5454948
38783.659203,5457042
38783.695169,5459399
38783.727267,5461503
38783.759183,5463594
38784.631236,5520744
38784.731221,5527297
38784.799230,5531754
38784.935230,5540667
38785.035238,5547221
38785.167292,5555875
38785.267264,5562427
38786.207309,5624032
38786.307229,5630581
38786.407281,5637138
38786.475236,5641591
38786.543222,5646046
38786.607205,5650240
38786.675195,5654695
38786.711222,5657056
38786.743196,5659152
38786.775223,5661251
38786.811233,5663611
38786.843196,5665705
38786.875261,5667807
38786.911257,5670166
38786.943227,5672261
38786.979180,5674617
38787.011244,5676718
38787.043191,5678812
38787.079236,5681174
38787.111232,5683271
38787.143192,5685366
38787.179182,5687724
38787.211222,5689824
38787.247226,5692183
38787.279195,5694278
38787.311264,5696380
38787.348098,5698794
38787.379231,5700834
38787.411250,5702933
38787.447267,5705293
38787.479141,5707382
38787.515259,5709749
38787.547283,5711848
38787.579165,5713937
38787.615178,5716297
38787.647186,5718395
38787.679200,5720493
38787.715198,5722852
38787.747249,5724952
38787.783250,5727312
38787.815210,5729406
38787.847274,5731508
38787.883255,5733866
38787.915195,5735959
38787.947263,5738060
38787.983328,5740424
38788.015284,5742518
38788.051226,5744874
38788.083257,5746973
38788.115210,5749067
38788.151221,5751427
38788.183242,5753525
38788.219222,5755883
38788.251238,5757981
38788.283217,5760077
38788.319284,5762441
38788.351193,5764532
38788.383223,5766631
38788.419226,5768990
38788.451218,5771087
38788.487201,5773445
38788.519232,5775544
38788.551217,5777640
38788.587256,5780002
38788.619183,5782095
38788.651195,5784192
38788.687248,5786555
38788.719182,5788648
38788.755209,5791009
38788.787223,5793107
38788.819236,5795205
38788.855234,5797564
38788.887244,5799662
38788.919240,5801759
38788.955182,5804114
38788.987218,5806214
38789.023236,5808574
38789.055244,5810672
38789.087321,5812774
38789.123206,5815126
38789.155207,5817223
38789.187309,5819327
38789.223207,5821679
38789.255236,5823778
38789.291232,5826137
38789.323236,5828235
38789.355229,5830331
38789.391221,5832690
38789.423196,5834786
38789.455137,5836879
38789.491192,5839242
38789.523209,5841340
38789.559269,5843703
38789.591217,5845797
38789.623324,5847901
38789.659324,5850260
38789.691238,5852352
38789.727241,5854711
38789.759218,5856807
38789.791152,5858900
38789.827239,5861265
38789.859302,5863366
38789.891244,5865459
38789.927236,5867818
38789.959245,5869916
38789.995206,5872272
38790.027238,5874371
38790.059248,5876469
38790.095405,5878839
38790.127334,5880931
38790.159232,5883022
38790.195181,5885378
38790.227232,5887478
38790.263196,5889835
38790.295281,5891938
38790.327280,5894035
38790.363234,5896391
38790.395204,5898486
38790.427278,5900588
38790.463206,5902943
38790.495204,5905040
38790.531247,5907402
38790.563291,5909502
38790.595191,5911592
38790.631218,5913953
38790.663259,5916053
38790.695246,5918149
38790.731238,5920508
38790.763249,5922606
38790.799206,5924962
38790.831198,5927059
38790.863293,5929162
38790.899231,5931518
38790.931253,5933616
38790.963240,5935712
38790.999225,5938071
38791.031202,5940166
38791.067248,5942529
38791.099213,5944623
38791.131205,5946720
38791.167235,5949081
38791.199240,5951179
38791.235195,5953535
38791.267296,5955639
38791.299251,5957733
38791.335207,5960089
38791.367274,5962191
38791.399242,5964286
38791.435186,5966641
38791.467328,5968748
38791.503165,5971096
38791.535197,5973196
38791.567304,5975300
38791.603250,5977655
38791.635202,5979749
38791.667266,5981851
38791.703195,5984205
38791.735246,5986306
38791.771248,5988665
38791.803187,5990758
38791.835190,5992856
38791.871226,5995217
38791.903182,5997311
38791.935229,5999412
38791.971271,6001774
38792.003246,6003869
38792.039220,6006227
38792.071202,6008323
38792.103223,6010421
38792.139239,6012781
38792.171218,6014877
38792.203191,6016973
38792.239291,6019338
38792.271192,6021429
38792.307228,6023791
38792.339202,6025886
38792.371223,6027985
38792.407301,6030349
38792.439260,6032443
38792.471211,6034537
38792.507600,6036922
38792.539218,6038994
38792.575197,6041352
38792.607265,6043454
38792.639214,6045547
38792.675171,6047904
38792.707280,6050008
38792.739278,6052105
38792.775259,6054463
38792.807291,6056562
38792.843197,6058915
38792.875956,6061062
38792.907269,6063114
38792.943239,6065472
38792.975204,6067566
38793.011206,6069926
38793.043159,6072020
38793.075216,6074121
38793.111222,6076480
38793.143276,6078581
38793.175194,6080673
38793.211203,6083033
38793.243247,6085133
38793.279224,6087490
38793.311228,6089588
38793.343108,6091677
38793.379160,6094040
38793.411179,6096138
38793.443201,6098237
38793.479227,6100598
38793.511234,6102695
38793.547234,6105054
38793.579334,6107158
38793.611175,6109245
38793.647239,6111608
38793.679237,6113705
38793.711239,6115802
38793.747212,6118160
38793.779180,6120255
38793.815202,6122616
38793.847363,6124723
38793.879183,6126809
38793.915128,6129164
38793.947196,6131266
38793.979276,6133368
38794.015211,6135723
38794.047554,6137843
38794.083196,6140179
38794.115187,6142275
38794.147283,6144379
38794.183207,6146733
38794.215253,6148833
38794.247278,6150932
38794.283286,6153292
38794.315212,6155384
38794.351180,6157741
38794.383204,6159840
38794.415285,6161942
38794.451206,6164296
38794.483157,6166390
38794.519171,6168750
38794.551222,6170851
38794.583250,6172950
38794.619222,6175307
38794.651199,6177403
38794.683180,6179499
38794.719250,6181862
38794.751226,6183958
38794.787298,6186322
38794.819256,6188416
38794.851205,6190510
38794.887395,6192882
38794.919209,6194967
38794.951234,6197066
38794.987272,6199427
38795.019215,6201521
38795.055232,6203881
38795.087282,6205981
38795.119236,6208076
38795.155226,6210434
38795.187260,6212533
38795.219234,6214629
38795.255205,6216986
38795.287241,6219086
38795.323199,6221442
38795.355243,6223542
38795.387371,6225648
38795.423224,6227997
38795.455222,6230094
38795.487301,6232197
38795.523170,6234547
38795.555244,6236649
38795.591210,6239006
38795.623199,6241103
38795.655223,6243201
38795.691264,6245563
38795.723202,6247656
38795.755225,6249755
38795.791221,6252114
38795.823238,6254212
38795.859199,6256569
38795.891188,6258665
38795.923214,6260764
38795.959174,6263121
38795.991224,6265221
38796.023195,6267316
38796.059285,6269682
38796.091214,6271774
38796.127253,6274136
38796.159250,6276233
38796.191165,6278324
38796.227241,6280689
38796.259727,6282818
38796.295725,6285177
38796.327744,6287275
38796.359672,6289368
38796.395925,6291743
38796.427943,6293842
38796.459737,6295925
38796.495695,6298282
38796.527752,6300383
38796.563718,6302740
38796.595699,6304836
38796.627816,6306940
38796.663762,6309296
38796.695769,6311394
38796.727795,6313492
38796.763732,6315848
38796.795700,6317943
38796.831710,6320303
38796.863718,6322400
38796.895712,6324497
38796.931689,6326855
38796.963753,6328956
38796.995728,6331051
38797.031689,6333408
38797.063799,6335512
38797.099712,6337866
38797.131765,6339967
38797.163757,6342063
38797.199703,6344419
38797.231692,6346515
38797.263735,6348615
38797.299715,6350973
38797.331710,6353070
38797.367739,6355431
38797.399740,6357528
38797.431728,6359625
38797.467740,6361985
38797.499802,6364086
38797.531734,6366179
38797.567729,6368538
38797.599740,6370635
38797.635713,6372993
38797.667757,6375093
38797.699700,6377186
38797.735710,6379546
38797.767844,6381652
38797.803718,6384003
38797.835676,6386097
38797.867753,6388200
38797.903692,6390555
38797.935661,6392650
38797.967765,6394754
38798.003730,6397111
38798.035733,6399208
38798.071739,6401568
38798.103744,6403665
38798.135693,6405759
38798.171802,6408125
38798.203710,6410217
38798.235697,6412313
38798.271720,6414674
38798.303728,6416771
38798.339715,6419130
38798.371700,6421226
38798.403703,6423323
38798.439754,6425686
38798.471725,6427781
38798.503707,6429877
38798.539727,6432237
38798.571749,6434336
38798.607808,6436699
38798.639725,6438791
38798.671725,6440888
38798.707740,6443248
38798.739817,6445350
38798.771757,6447444
38798.807801,6449806
38798.839648,6451893
38798.875669,6454253
38798.907801,6456359
38798.939716,6458451
38798.975703,6460809
38799.007779,6462911
38799.039740,6465006
38799.075792,6467368
38799.107799,6469466
38799.143711,6471820
38799.175745,6473919
38799.207755,6476017
38799.243729,6478374
38799.275694,6480469
38799.311701,6482829
38799.343685,6484925
38799.375694,6487023
38799.411702,6489382
38799.443772,6491484
38799.475704,6493577
38799.511750,6495939
38799.543676,6498031
38799.579696,6500392
38799.611720,6502490
38799.643761,6504590
38799.679709,6506946
38799.711733,6509045
38799.743727,6511142
38799.779720,6513500
38799.811754,6515600
38799.847706,6517956
38799.879692,6520052
38799.911707,6522150
38799.947704,6524509
38799.979736,6526608
38800.011675,6528702
38800.047764,6531067
38800.079725,6533161
38800.115715,6535520
38800.147741,6537619
38800.179714,6539714
38800.215697,6542072
38800.247731,6544171
38800.279779,6546272
38800.315730,6548628
38800.347764,6550727
38800.383683,6553081
38800.415710,6555180
38800.447788,6557282
38800.483747,6559639
38800.515724,6561734
38800.547760,6563834
38800.583786,6566195
38800.615764,6568291
38800.651679,6570644
38800.683766,6572747
38800.715675,6574838
38800.751720,6577200
38800.783742,6579299
38800.815778,6581398
38800.851738,6583755
38800.883736,6585852
38800.919715,6588210
38800.951744,6590309
38800.983740,6592406
38801.019682,6594761
38801.051695,6596859
38801.088081,6599244
38801.119711,6601317
38801.151696,6603413
38801.187779,6605778
38801.219695,6607869
38801.251731,6609969
38801.287742,6612329
38801.319730,6614425
38801.355724,6616784
38801.387853,6618889
38801.419710,6620977
38801.455751,6623339
38801.487793,6625439
38801.519722,6627531
38801.555717,6629890
38801.587810,6631994
38801.623708,6634346
38801.655720,6636444
38801.687776,6638545
38801.723672,6640897
38801.755697,6642996
38801.787817,6645101
38801.823711,6647453
38801.855690,6649549
38801.891728,6651911
38801.923751,6654009
38801.955750,6656106
38801.991816,6658470
38802.023771,6660564
38802.055745,6662660
38802.091719,6665017
38802.123682,6667112
38802.159662,6669470
38802.191716,6671571
38802.223733,6673669
38802.259729,6676028
38802.291747,6678126
38802.323703,6680220
38802.359739,6682582
38802.391719,6684678
38802.427808,6687043
38802.459720,6689134
38802.491706,6691230
38802.527732,6693591
38802.559683,6695685
38802.595733,6698048
38802.627691,6700142
38802.659753,6702243
38802.695731,6704601
